nom_commune,codes_postaux,code_insee,latitude,longitude
Trémery,57300,57677,49.25,6.25
Vantoux,57070,57693,49.133333,6.233333
Vany,57070,57694,49.15,6.25
Vigy,57640,57716,49.2,6.3
Villers-Stoncourt,57530,57718,49.05,6.433333
Vry,57640,57736,49.183333,6.333333
Aboncourt-sur-Seille,57590,57002,48.816667,6.35
Abreschviller,57560,57003,48.633333,7.1
Achain,57340,57004,48.916667,6.583333
Ajoncourt,57590,57009,48.85,6.3
Alaincourt-la-Côte,57590,57010,48.9,6.35
Albestroff,57670,57011,48.933333,6.85
Amelécourt,57170,57018,48.833333,6.5
Arzviller,57400,57033,48.716667,7.166667
Aspach,57790,57034,48.65,6.966667
Assenoncourt,57810,57035,48.766667,6.8
Attilloncourt,57170,57036,48.783333,6.383333
Aulnois-sur-Seille,57590,57040,48.866667,6.316667
Avricourt,57810,57042,48.65,6.8
Azoudange,57810,57044,48.733333,6.816667
Bacourt,57590,57045,48.933333,6.416667
Barchain,57830,57050,48.7,6.966667
Bassing,57260,57053,48.866667,6.8
Baudrecourt,57580,57054,48.966667,6.45
Bébing,57830,57056,48.7,7
Bellange,57340,57059,48.9,6.583333
Bénestroff,57670,57060,48.916667,6.75
Berling,57370,57064,48.8,7.25
Bermering,57340,57065,48.933333,6.7
Berthelming,57930,57066,48.816667,7
Bettborn,57930,57071,48.8,7.016667
Bezange-la-Petite,57630,57077,48.733333,6.616667
Bickenholtz,57370,57080,48.8,7.166667
Bidestroff,57260,57081,48.85,6.783333
Bioncourt,57170,57084,48.783333,6.366667
Blanche-Eglise,57260,57090,48.8,6.666667
Bourdonnay,57810,57099,48.716667,6.716667
Bourgaltroff,57260,57098,48.866667,6.75
Bourscheid,57370,57100,48.766667,7.183333
Bréhain,57340,57107,48.916667,6.533333
Brouderdorff,57116,57113,48.7,7.1
Brouviller,57119,57114,48.766667,7.15
Buhl-Lorraine,57400,57119,48.716667,7.083333
Chambrey,57170,57126,48.783333,6.466667
Château-Bréhain,57340,57130,48.9,6.516667
Château-Salins,57170,57132,48.816667,6.5
Château-Voué,57170,57133,48.85,6.616667
Chenois,57580,57138,48.966667,6.5
Chicourt,57590,57141,48.916667,6.5
Conthil,57340,57151,48.9,6.65
Craincourt,57590,57158,48.883333,6.316667
Cutting,57260,57161,48.85,6.833333
Dabo,57850,57163,48.65,7.233333
Dalhain,57340,57166,48.883333,6.55
Danne-et-Quatre-Vents,57370,57168,48.766667,7.3
Dannelbourg,57820,57169,48.733333,7.233333
Delme,57590,57171,48.883333,6.4
Desseling,57930,57173,48.783333,6.833333
Diane-Capelle,57830,57175,48.733333,6.933333
Dieuze,57260,57177,48.816667,6.716667
Dolving,57400,57180,48.766667,7.016667
Donjeux,57590,57182,48.883333,6.4
Donnelay,57810,57183,48.75,6.683333
Fénétrange,57930,57210,48.85,7.016667
Fleisheim,57119,57216,48.783333,7.166667
Fonteny,57590,57225,48.883333,6.466667
Fossieux,57590,57228,48.85,6.333333
Foulcrey,57830,57229,48.633333,6.866667
Francaltroff,57670,57232,48.966667,6.8
Fraquelfing,57790,57233,48.633333,6.983333
Frémery,57590,57236,48.916667,6.466667
Fresnes-en-Saulnois,57170,57238,48.833333,6.433333
Fribourg,57810,57241,48.766667,6.85
Garrebourg,57820,57244,48.716667,7.233333
Gelucourt,57260,57246,48.766667,6.716667
Gerbécourt,57170,57247,48.85,6.516667
Givrycourt,57670,57248,48.916667,6.916667
Gondrexange,57142,57253,48.683333,6.933333
Gosselming,57930,57255,48.783333,7
Grémecey,57170,57257,48.8,6.416667
Guébestroff,57260,57265,48.833333,6.716667
Guéblange-lès-Dieuze,57260,57266,48.766667,6.7
Guébling,57260,57268,48.866667,6.733333
Guermange,57810,57272,48.8,6.8
Guinzeling,57670,57278,48.883333,6.833333
Guntzviller,57400,57280,48.716667,7.166667
Haboudange,57340,57281,48.883333,6.616667
Hampont,57170,57290,48.833333,6.583333
Hangviller,57370,57291,48.816667,7.233333
Hannocourt,57590,57292,48.9,6.466667
Haraucourt-sur-Seille,57630,57295,48.8,6.6
Harreberg,57870,57298,48.666667,7.166667
Hartzviller,57870,57299,48.666667,7.083333
Haselbourg,57850,57300,48.683333,7.2
Hattigny,57790,57302,48.633333,6.966667
Haut-Clocher,57400,57304,48.75,7
Hellering-lès-Fénétrange,57930,57310,48.816667,7.066667
Héming,57830,57314,48.7,6.95
Henridorff,57820,57315,48.733333,7.216667
Hérange,57119,57317,48.766667,7.166667
Hermelange,57790,57318,48.683333,7.016667
Hertzing,57830,57320,48.683333,6.95
Hesse,57400,57321,48.7,7.05
Hilbesheim,57400,57324,48.766667,7.1
Hommarting,57400,57333,48.733333,7.15
Hommert,57870,57334,48.683333,7.183333
Honskirch,57670,57335,48.933333,6.983333
Hultehouse,57820,57339,48.716667,7.266667
Ibigny,57830,57342,48.65,6.9
Imling,57400,57344,48.716667,7.016667
Insming,57670,57346,48.95,6.866667
Insviller,57670,57347,48.883333,6.9
Jallaucourt,57590,57349,48.833333,6.4
Juvelize,57630,57353,48.766667,6.65
Juville,57590,57354,48.933333,6.35
Kerprich-aux-Bois,57830,57362,48.733333,6.966667
Lafrimbolle,57560,57374,48.6,7.016667
Lagarde,57810,57375,48.7,6.7
Landange,57830,57377,48.666667,6.966667
Laneuveville-en-Saulnois,57590,57381,48.866667,6.433333
Laneuveville-lès-Lorquin,57790,57380,48.65,7
Langatte,57400,57382,48.75,6.983333
Languimberg,57810,57383,48.75,6.866667
Lemoncourt,57590,57391,48.866667,6.4
Léning,57670,57394,48.95,6.8
Lesse,57580,57395,48.966667,6.516667
Ley,57810,57397,48.733333,6.65
Lezey,57630,57399,48.75,6.633333
Lhor,57670,57410,48.883333,6.866667
Lidrezing,57340,57401,48.883333,6.7
Lindre-Basse,57260,57404,48.8,6.75
Lindre-Haute,57260,57405,48.816667,6.75
Liocourt,57590,57406,48.9,6.35
Lixheim,57119,57407,48.783333,7.133333
Lorquin,57790,57414,48.666667,7
Lostroff,57670,57417,48.85,6.85
Loudrefing,57670,57418,48.85,6.866667
Lubécourt,57170,57423,48.85,6.516667
Lucy,57590,57424,48.95,6.466667
Lutzelbourg,57820,57427,48.733333,7.25
Maizières-lès-Vic,57810,57434,48.716667,6.766667
Malaucourt-sur-Seille,57590,57436,48.833333,6.366667
Manhoué,57590,57440,48.833333,6.35
Marsal,57630,57448,48.8,6.6
Marthille,57340,57451,48.916667,6.566667
Métairies-Saint-Quirin,57560,57461,48.633333,7.033333
Metting,57370,57462,48.816667,7.216667
Mittelbronn,57370,57468,48.766667,7.216667
Mittersheim,57930,57469,48.866667,6.933333
Molring,57670,57470,48.883333,6.816667
Moncourt,57810,57473,48.716667,6.633333
Montdidier,57670,57478,48.933333,6.816667
Morville-lès-Vic,57170,57485,48.816667,6.55
Morville-sur-Nied,57590,57486,48.95,6.433333
Moyenvic,57630,57490,48.783333,6.55
Mulcey,57260,57493,48.8,6.666667
Munster,57670,57494,48.916667,6.9
Nébing,57670,57496,48.9,6.816667
Neufmoulins,57830,57500,48.683333,6.966667
Neufvillage,57670,57501,48.933333,6.783333
Niderhoff,57560,57504,48.633333,7.016667
Niderviller,57116,57505,48.716667,7.116667
Niederstinzel,57930,57506,48.866667,7.033333
Nitting,57790,57509,48.666667,7.033333
Oberstinzel,57930,57518,48.8,7.033333
Obreck,57170,57520,48.85,6.583333
Ommeray,57810,57524,48.716667,6.683333
Oriocourt,57590,57525,48.866667,6.416667
Oron,57590,57528,48.9,6.483333
Pettoncourt,57170,57538,48.783333,6.416667
Pévange,57340,57539,48.9,6.616667
Phalsbourg,57370,57540,48.766667,7.266667
Postroff,57930,57551,48.85,7.083333
Prévocourt,57590,57555,48.916667,6.433333
Puttigny,57170,57558,48.85,6.55
Puzieux,57590,57559,48.9,6.366667
Réchicourt-le-Château,57810,57564,48.666667,6.85
Réding,57444,57566,48.75,7.1
Réning,57670,57573,48.95,6.85
Rhodes,57810,57579,48.75,6.9
Riche,57340,57580,48.883333,6.616667
Richeval,57830,57583,48.633333,6.916667
Rodalbe,57340,57587,48.9,6.683333
Romelfing,57930,57592,48.833333,7.016667
Rorbach-lès-Dieuze,57260,57595,48.833333,6.833333
Saint-Epvre,57580,57609,48.966667,6.45
Saint-Georges,57830,57611,48.666667,6.933333
Saint-Jean-de-Bassel,57930,57613,48.8,6.983333
Saint-Jean-Kourtzerode,57370,57614,48.75,7.183333
Saint-Louis,57820,57618,48.716667,7.183333
Saint-Médard,57260,57621,48.816667,6.633333
Saint-Quirin,57560,57623,48.616667,7.066667
Salonnes,57170,57625,48.783333,6.5
Sarraltroff,57400,57629,48.783333,7.05
Sarrebourg,57400,57630,48.733333,7.05
Schalbach,57370,57635,48.816667,7.183333
Schneckenbusch,57400,57637,48.7,7.083333
Sotzeling,57170,57657,48.866667,6.633333
Tarquimpol,57260,57664,48.783333,6.75
Tincry,57590,57674,48.9,6.416667
Torcheville,57670,57675,48.9,6.85
Vahl-lès-Bénestroff,57670,57685,48.916667,6.783333
Vannecourt,57340,57692,48.883333,6.55
Vasperviller,57560,57697,48.633333,7.066667
Vaxy,57170,57702,48.85,6.533333
Veckersviller,57370,57703,48.833333,7.183333
Vergaville,57260,57706,48.833333,6.733333
Vescheim,57370,57709,48.8,7.233333
Vibersviller,57670,57711,48.916667,6.933333
Vic-sur-Seille,57630,57712,48.783333,6.533333
Vieux-Lixheim,57119,57713,48.783333,7.133333
Villers-sur-Nied,57340,57719,48.916667,6.533333
Vilsberg,57370,57721,48.783333,7.25
Virming,57340,57723,48.933333,6.733333
Vittersbourg,57670,57725,48.95,6.933333
Viviers,57590,57727,48.883333,6.433333
Voyer,57560,57734,48.65,7.083333
Walscheid,57870,57742,48.65,7.15
Waltembourg,57370,57743,48.75,7.2
Wintersbourg,57119,57747,48.783333,7.183333
Wuisse,57170,57753,48.85,6.65
Xanrey,57630,57754,48.75,6.566667
Xocourt,57590,57755,48.9,6.383333
Xouaxange,57830,57756,48.7,7
Zarbeling,57340,57759,48.883333,6.683333
Zilling,57370,57761,48.783333,7.216667
Zommange,57260,57763,48.816667,6.8
Achen,57410,57006,49.05,7.183333
Baerenthal,57230,57046,48.983333,7.516667
Bettviller,57410,57074,49.083333,7.283333
Bining,57410,57083,49.033333,7.25
Bitche,57230,57089,49.05,7.433333
Bliesbruck,57200,57091,49.116667,7.183333
Blies-Ebersing,57200,57092,49.116667,7.15
Blies-Guersviller,57200,57093,49.15,7.083333
Bousseviller,57230,57103,49.116667,7.466667
Breidenbach,57720,57108,49.133333,7.416667
Eguelshardt,57230,57188,49.016667,7.5
Enchenberg,57410,57192,49.016667,7.333333
Erching,57136,57196,49.116667,7.266667
Ernestviller,57510,57197,49.066667,6.966667
Etting,57410,57201,49.033333,7.183333
Frauenberg,57200,57234,49.133333,7.133333
Goetzenbruck,57620,57250,48.983333,7.383333
Grosbliederstroff,57520,57260,49.15,7.016667
Gros-Réderching,57410,57261,49.066667,7.216667
Grundviller,57510,57263,49.05,6.966667
Guebenhouse,57510,57264,49.083333,6.95
Hambach,57910,57289,49.066667,7.033333
Hanviller,57230,57294,49.1,7.466667
Haspelschiedt,57230,57301,49.083333,7.483333
Hazembourg,57430,57308,48.966667,6.933333
Hilsprich,57510,57325,49.016667,6.916667
Holving,57510,57330,49,6.95
Hottviller,57720,57338,49.066667,7.366667
Hundling,57990,57340,49.1,6.983333
Ippling,57990,57348,49.1,7
Kalhausen,57410,57355,49.016667,7.15
Kappelkinger,57430,57357,48.966667,6.916667
Kirviller,57430,57366,48.95,6.983333
Lambach,57410,57376,49.033333,7.366667
Lemberg,57620,57390,49,7.383333
Lengelsheim,57720,57393,49.1,7.416667
Le Val-de-Guéblange,57430,57267,48.966667,6.966667
Liederschiedt,57230,57402,49.116667,7.5
Lixing-lès-Rouhling,57520,57408,49.15,7
Loupershouse,57510,57419,49.083333,6.916667
Loutzviller,57720,57421,49.15,7.383333
Meisenthal,57960,57456,48.966667,7.35
Montbronn,57410,57477,48.983333,7.316667
Mouterhouse,57620,57489,48.983333,7.45
Nelling,57670,57497,48.966667,6.866667
Neufgrange,57910,57499,49.066667,7.066667
Nousseviller-lès-Bitche,57720,57513,49.1,7.366667
Obergailbach,57720,57517,49.116667,7.216667
Ormersviller,57720,57526,49.133333,7.333333
Petit-Réderching,57410,57535,49.05,7.3
Philippsbourg,57230,57541,48.983333,7.566667
Rahling,57410,57561,48.983333,7.216667
Rémelfing,57200,57568,49.1,7.083333
Rémering-lès-Puttelange,57510,57571,49.033333,6.933333
Reyersviller,57230,57577,49.033333,7.4
Richeling,57510,57581,49.033333,6.966667
Rimling,57136,57584,49.1,7.266667
Rohrbach-lès-Bitche,57410,57589,49.05,7.266667
Rolbing,57720,57590,49.166667,7.45
Roppeviller,57230,57594,49.1,7.5
Rouhling,57520,57598,49.133333,7
Saint-Jean-Rohrbach,57510,57615,49.033333,6.883333
Saint-Louis-lès-Bitche,57620,57619,48.983333,7.35
Sarralbe,57430,57628,49,7.016667
Sarreguemines,57200,57631,49.1,7.05
Sarreinsming,57115,57633,49.083333,7.1
Schmittviller,57410,57636,49,7.183333
Schorbach,57230,57639,49.083333,7.416667
Schweyen,57720,57641,49.166667,7.4
Siersthal,57410,57651,49.033333,7.35
Soucht,57960,57658,48.966667,7.333333
Sturzelbronn,57230,57661,49.05,7.583333
Volmunster,57720,57732,49.116667,7.35
Waldhouse,57720,57738,49.15,7.466667
Walschbronn,57720,57741,49.15,7.483333
Wiesviller,57200,57745,49.083333,7.166667
Willerwald,57430,57746,49.033333,7.033333
Wittring,57137,57748,49.05,7.133333
Woustviller,57145,57752,49.066667,7.016667
Alsting,57520,57013,49.183333,6.983333
Behren-lès-Forbach,57460,57058,49.166667,6.95
Béning-lès-Saint-Avold,57800,57061,49.133333,6.833333
Betting,57800,57073,49.116667,6.816667
Bousbach,57460,57101,49.15,6.95
Cappel,57450,57122,49.066667,6.85
Cocheren,57800,57144,49.15,6.85
Diebling,57980,57176,49.116667,6.933333
Etzling,57460,57202,49.183333,6.966667
Farébersviller,57450,57207,49.116667,6.85
Farschviller,57450,57208,49.1,6.9
Folkling,57600,57222,49.15,6.9
Forbach,57600,57227,49.183333,6.9
Guenviller,57470,57271,49.1,6.8
Henriville,57450,57316,49.1,6.85
Kerbach,57460,57360,49.166667,6.966667
Metzing,57980,57466,49.1,6.966667
Morsbach,57600,57484,49.166667,6.866667
Nousseviller-Saint-Nabor,57990,57514,49.116667,6.966667
OEting,57600,57521,49.166667,6.916667
Petite-Rosselle,57540,57537,49.2,6.833333
Rosbruck,57800,57596,49.166667,6.85
Schoeneck,57350,57638,49.216667,6.916667
Seingbouse,57450,57644,49.116667,6.833333
Spicheren,57350,57659,49.2,6.966667
Stiring-Wendel,57350,57660,49.2,6.933333
Tenteling,57980,57665,49.116667,6.933333
Théding,57450,57669,49.133333,6.9
Adaincourt,57580,57007,49,6.433333
Adelange,57380,57008,49,6.616667
Altrippe,57660,57014,49.033333,6.816667
Altviller,57730,57015,49.083333,6.733333
Arraincourt,57380,57027,48.966667,6.533333
Arriance,57580,57029,49.016667,6.5
Bambiderstroff,57690,57047,49.1,6.583333
Bannay,57220,57048,49.133333,6.466667
Baronville,57340,57051,48.933333,6.6
Bérig-Vintrange,57660,57063,48.966667,6.7
Bettange,57220,57070,49.233333,6.483333
Biding,57660,57082,49.05,6.783333
Bionville-sur-Nied,57220,57085,49.1,6.483333
Bisten-en-Lorraine,57220,57087,49.166667,6.6
Bistroff,57660,57088,49,6.716667
Boucheporn,57220,57095,49.15,6.6
Boulay-Moselle,57220,57097,49.183333,6.5
Boustroff,57380,57105,49,6.633333
Brouck,57220,57112,49.133333,6.516667
Brulange,57340,57115,48.966667,6.55
Carling,57490,57123,49.166667,6.716667
Condé-Northen,57220,57150,49.166667,6.433333
Coume,57220,57154,49.2,6.566667
Créhange,57690,57159,49.05,6.583333
Denting,57220,57172,49.2,6.533333
Destry,57340,57174,48.95,6.583333
Diesen,57890,57765,49.183333,6.666667
Diffembach-lès-Hellimer,57660,57178,49,6.833333
Eblange,57220,57187,49.216667,6.483333
Eincheville,57340,57189,48.983333,6.6
Elvange,57690,57190,49.066667,6.55
Erstroff,57660,57198,48.983333,6.766667
Faulquemont,57380,57209,49.05,6.6
Flétrange,57690,57217,49.066667,6.566667
Folschviller,57730,57224,49.066667,6.683333
Fouligny,57220,57230,49.1,6.5
Frémestroff,57660,57237,49.016667,6.783333
Freybouse,57660,57239,49,6.766667
Gomelange,57220,57252,49.25,6.466667
Gréning,57660,57258,48.966667,6.85
Grostenquin,57660,57262,48.983333,6.733333
Guerting,57880,57274,49.183333,6.616667
Guessling-Hémering,57380,57275,49.033333,6.65
Guinglange,57690,57276,49.066667,6.516667
Guinkirchen,57220,57277,49.2,6.45
Hallering,57690,57284,49.116667,6.55
Ham-sous-Varsberg,57880,57288,49.183333,6.633333
Han-sur-Nied,57580,57293,48.983333,6.433333
Harprich,57340,57297,48.966667,6.65
Haute-Vigneulles,57690,57714,49.1,6.55
Hellimer,57660,57311,49,6.816667
Helstroff,57220,57312,49.15,6.483333
Hémilly,57690,57313,49.066667,6.5
Herny,57580,57319,49,6.483333
Hinckange,57220,57326,49.183333,6.45
Holacourt,57380,57328,48.966667,6.516667
Holling,57220,57329,49.266667,6.5
Hombourg-Haut,57470,57332,49.133333,6.766667
Lachambre,57730,57373,49.083333,6.75
Landroff,57340,57379,48.966667,6.616667
Laning,57660,57384,49.033333,6.766667
Laudrefang,57114,57386,49.083333,6.633333
Lelling,57660,57389,49.05,6.716667
Leyviller,57660,57398,49.033333,6.833333
L'Hôpital,57490,57336,49.166667,6.733333
Lixing-lès-Saint-Avold,57660,57409,49.033333,6.75
Longeville-lès-Saint-Avold,57740,57413,49.116667,6.633333
Macheren,57730,57428,49.1,6.766667
Mainvillers,57380,57430,49.016667,6.533333
Many,57380,57442,49,6.516667
Marange-Zondrange,57690,57444,49.116667,6.533333
Maxstadt,57660,57453,49.05,6.8
Mégange,57220,57455,49.216667,6.433333
Momerstroff,57220,57471,49.166667,6.533333
Morhange,57340,57483,48.916667,6.633333
Narbéfontaine,57220,57495,49.133333,6.55
Niedervisse,57220,57507,49.166667,6.566667
Obervisse,57220,57519,49.15,6.583333
Petit-Tenquin,57660,57536,48.983333,6.866667
Piblange,57220,57542,49.25,6.416667
Pontpierre,57380,57549,49.05,6.65
Porcelette,57890,57550,49.15,6.65
Racrange,57340,57560,48.916667,6.666667
Roupeldange,57220,57599,49.2,6.466667
Saint-Avold,57500,57606,49.1,6.7
Suisse,57340,57662,48.966667,6.583333
Téterchen,57220,57667,49.233333,6.566667
Teting-sur-Nied,57114,57668,49.05,6.666667
Thicourt,57380,57670,48.983333,6.55
Thonville,57380,57673,48.983333,6.566667
Tritteling,57114,57679,49.066667,6.616667
Vahl-Ebersing,57660,57684,49.05,6.75
Vahl-lès-Faulquemont,57380,57686,49.033333,6.616667
Vallerange,57340,57687,48.933333,6.683333
Valmont,57730,57690,49.083333,6.7
Valmunster,57220,57691,49.25,6.5
Varize,57220,57695,49.133333,6.45
Varsberg,57880,57696,49.166667,6.633333
Vatimont,57580,57698,48.983333,6.466667
Velving,57220,57705,49.233333,6.533333
Viller,57340,57717,48.983333,6.65
Vittoncourt,57580,57726,49.016667,6.433333
Voimhaut,57580,57728,49.016667,6.416667
Volmerange-lès-Boulay,57220,57730,49.166667,6.45
Zimming,57690,57762,49.116667,6.566667
Aboncourt,57920,57001,49.266667,6.35
Alzing,57320,57016,49.283333,6.55
Amnéville,57360,57019,49.266667,6.15
Anzeling,57320,57025,49.266667,6.466667
Basse-Ham,57110,57287,49.383333,6.25
Bertrange,57310,57067,49.3,6.183333
Berviller-en-Moselle,57550,57069,49.266667,6.65
Bettelainville,57640,57072,49.233333,6.3
Bibiche,57320,57079,49.333333,6.483333
Bousse,57310,57102,49.283333,6.2
Bouzonville,57320,57106,49.3,6.533333
Brettnach,57320,57110,49.25,6.566667
Buding,57920,57117,49.333333,6.316667
Budling,57110,57118,49.35,6.35
Château-Rouge,57320,57131,49.283333,6.6
Chémery-les-Deux,57320,57136,49.3,6.433333
Colmen,57320,57149,49.35,6.533333
Dalem,57550,57165,49.233333,6.6
Dalstein,57320,57167,49.3,6.4
Distroff,57134,57179,49.333333,6.266667
Ebersviller,57320,57186,49.283333,6.4
Elzange,57110,57191,49.366667,6.283333
Falck,57550,57205,49.233333,6.633333
Fameck,57290,57206,49.3,6.116667
Filstroff,57320,57213,49.316667,6.55
Freistroff,57320,57235,49.283333,6.483333
Guénange,57310,57269,49.3,6.183333
Guerstling,57320,57273,49.333333,6.583333
Hargarten-aux-Mines,57550,57296,49.216667,6.6
Heining-lès-Bouzonville,57320,57309,49.316667,6.583333
Hestroff,57320,57322,49.266667,6.433333
Hombourg-Budange,57920,57331,49.3,6.333333
Inglange,57110,57345,49.35,6.3
Kédange-sur-Canner,57920,57358,49.316667,6.333333
Kemplich,57920,57359,49.333333,6.4
Koenigsmacker,57110,57370,49.4,6.283333
Kuntzig,57110,57372,49.35,6.233333
Luttange,57144,57426,49.266667,6.316667
Menskirch,57320,57457,49.316667,6.416667
Merten,57550,57460,49.25,6.666667
Metzeresche,57920,57464,49.3,6.316667
Metzervisse,57940,57465,49.316667,6.283333
Mondelange,57300,57474,49.266667,6.166667
Monneren,57920,57476,49.35,6.4
Oberdorff,57320,57516,49.266667,6.6
Oudrenne,57110,57531,49.383333,6.316667
Rémelfang,57320,57567,49.266667,6.516667
Richemont,57270,57582,49.283333,6.166667
Rombas,57120,57591,49.25,6.083333
Rurange-lès-Thionville,57310,57602,49.283333,6.233333
Schwerdorff,57320,57640,49.366667,6.583333
Stuckange,57110,57767,49.333333,6.233333
Tromborn,57320,57681,49.266667,6.583333
Valmestroff,57110,57689,49.366667,6.266667
Vaudreching,57320,57700,49.283333,6.533333
Veckring,57920,57704,49.333333,6.383333
Villing,57550,57720,49.283333,6.633333
Voelfling-lès-Bouzonville,57320,57749,49.3,6.6
Volstroff,57940,57733,49.3,6.266667
Apach,57480,57026,49.45,6.366667
Basse-Rentgen,57570,57574,49.483333,6.2
Berg-sur-Moselle,57570,57062,49.433333,6.316667
Beyren-lès-Sierck,57570,57076,49.466667,6.283333
Boust,57570,57104,49.433333,6.183333
Breistroff-la-Grande,57570,57109,49.45,6.216667
Cattenom,57570,57124,49.416667,6.25
Contz-les-Bains,57480,57152,49.45,6.35
Entrange,57330,57194,49.416667,6.1
Escherange,57330,57199,49.416667,6.066667
Evrange,57570,57203,49.5,6.2
Fixem,57570,57214,49.433333,6.266667
Flastroff,57320,57215,49.366667,6.533333
Gavisse,57570,57245,49.433333,6.283333
Grindorff,57480,57259,49.383333,6.516667
Hagen,57570,57282,49.5,6.166667
Halstroff,57480,57286,49.4,6.483333
Haute-Kontz,57480,57371,49.45,6.316667
Hettange-Grande,57330,57323,49.4,6.15
Hunting,57480,57341,49.416667,6.333333
Illange,57110,57343,49.333333,6.183333
Kanfen,57330,57356,49.433333,6.1
Kerling-lès-Sierck,57480,57361,49.4,6.35
Kirsch-lès-Sierck,57480,57364,49.45,6.4
Kirschnaumen,57480,57365,49.4,6.433333
Laumesfeld,57480,57387,49.366667,6.45
Launstroff,57480,57388,49.433333,6.5
Malling,57480,57437,49.416667,6.3
Manderen,57480,57439,49.45,6.433333
Manom,57100,57441,49.366667,6.183333
Merschweiller,57480,57459,49.466667,6.416667
Montenach,57480,57479,49.416667,6.383333
Puttelange-lès-Thionville,57570,57557,49.483333,6.266667
Rémeling,57480,57569,49.4,6.483333
Rettel,57480,57576,49.45,6.333333
Ritzing,57480,57585,49.433333,6.466667
Rodemack,57570,57588,49.466667,6.233333
Roussy-le-Village,57330,57600,49.45,6.166667
Rustroff,57480,57604,49.433333,6.366667
Sierck-les-Bains,57480,57650,49.433333,6.35
Terville,57180,57666,49.35,6.15
Thionville,57100,57672,49.366667,6.166667
Volmerange-les-Mines,57330,57731,49.45,6.083333
Waldweistroff,57320,57739,49.366667,6.5
Waldwisse,57480,57740,49.416667,6.533333
Zoufftgen,57330,57764,49.45,6.133333
Algrange,57440,57012,49.35,6.05
Angevillers,57440,57022,49.383333,6.033333
Audun-le-Tiche,57390,57038,49.466667,5.95
Aumetz,57710,57041,49.416667,5.933333
Boulange,57113,57096,49.383333,5.95
Clouange,57120,57143,49.266667,6.1
Florange,57190,57221,49.333333,6.116667
Fontoy,57650,57226,49.35,6
Gandrange,57175,57242,49.266667,6.133333
Havange,57650,57305,49.383333,6
Hayange,57240,57306,49.333333,6.05
Knutange,57240,57368,49.333333,6.033333
Lommerange,57650,57411,49.333333,5.966667
Moyeuvre-Grande,57250,57491,49.25,6.033333
Moyeuvre-Petite,57250,57492,49.266667,6.016667
Neufchef,57700,57498,49.316667,6.016667
Nilvange,57240,57508,49.35,6.05
Ottange,57840,57529,49.433333,6.033333
Ranguevaux,57700,57562,49.3,6.05
Rédange,57390,57565,49.483333,5.916667
Rochonvillers,57840,57586,49.416667,6.016667
Rosselange,57780,57597,49.266667,6.066667
Russange,57390,57603,49.483333,5.95
Serémange-Erzange,57290,57647,49.316667,6.083333
Tressange,57710,57678,49.4,5.983333
Uckange,57270,57683,49.3,6.15
Vitry-sur-Orne,57120,57724,49.266667,6.1
Anlezy,58270,58006,46.966667,3.5
Azy-le-Vif,58240,58021,46.783333,3.233333
Béard,58160,58025,46.866667,3.333333
Beaumont-Sardolles,58270,58028,46.933333,3.4
Billy-Chevannes,58270,58031,47.016667,3.45
Challuy,58000,58051,46.95,3.15
Chantenay-Saint-Imbert,58240,58057,46.733333,3.183333
Chevenon,58160,58072,46.916667,3.216667
Cizely,58270,58078,47,3.483333
Coulanges-lès-Nevers,58660,58088,47,3.183333
Diennes-Aubigny,58340,58097,46.916667,3.583333
Druy-Parigny,58160,58105,46.866667,3.366667
Fertrève,58270,58113,46.966667,3.583333
Frasnay-Reugny,58270,58119,47,3.516667
Gimouille,58470,58126,46.95,3.083333
Imphy,58160,58134,46.933333,3.25
La Fermeté,58160,58112,46.966667,3.333333
La Machine,58260,58151,46.883333,3.466667
Langeron,58240,58138,46.816667,3.083333
Limon,58270,58143,46.966667,3.383333
Livry,58240,58144,46.783333,3.083333
Luthenay-Uxeloup,58240,58148,46.85,3.266667
Magny-Cours,58470,58152,46.883333,3.15
Mars-sur-Allier,58240,58158,46.866667,3.083333
Marzy,58180,58160,46.983333,3.1
Montigny-aux-Amognes,58130,58176,47.016667,3.283333
Nevers,58000,58194,46.983333,3.166667
Saincaize-Meauce,58470,58225,46.916667,3.083333
Saint-Benin-d'Azy,58270,58232,47,3.4
Saint-Eloi,58000,58238,46.966667,3.216667
Saint-Firmin,58270,58239,47.05,3.4
Saint-Jean-aux-Amognes,58270,58247,47.016667,3.333333
Saint-Léger-des-Vignes,58300,58250,46.833333,3.45
Saint-Parize-le-Châtel,58490,58260,46.85,3.183333
Saint-Pierre-le-Moûtier,58240,58264,46.8,3.116667
Saint-Sulpice,58270,58269,47.05,3.35
Sauvigny-les-Bois,58160,58273,46.966667,3.266667
Sougy-sur-Loire,58300,58280,46.85,3.4
Thianges,58260,58291,46.916667,3.5
Trois-Vèvres,58260,58297,46.916667,3.416667
Ville-Langy,58270,58311,46.95,3.5
Alligny-Cosne,58200,58002,47.45,3.066667
Annay,58450,58007,47.533333,2.933333
Arbourse,58350,58009,47.25,3.233333
Arquian,58310,58012,47.55,2.983333
Arthel,58700,58013,47.233333,3.416667
Arzembouy,58700,58014,47.25,3.366667
Balleray,58130,58022,47.083333,3.283333
Beaumont-la-Ferrière,58700,58027,47.183333,3.216667
Bitry,58310,58033,47.483333,3.083333
Bouhy,58310,58036,47.483333,3.166667
Bulcy,58400,58042,47.25,3.033333
