nom_commune,codes_postaux,code_insee,latitude,longitude
Bocognano,20136,20040,42.083333,9.066667
Calcatoggio,20111,20048,42.016667,8.766667
Cannelle,20151,20060,42.05,8.833333
Carbuccia,20133,20062,42.033333,8.95
Cargèse,20130,20065,42.133333,8.583333
Casaglione,20111,20070,42.066667,8.783333
Coggia,20160,20090,42.116667,8.75
Cristinacce,20126,20100,42.233333,8.833333
Evisa,20126,20108,42.25,8.8
Guagno,20160,20131,42.166667,8.933333
Letia,20160,20141,42.183333,8.833333
Lopigna,20139,20144,42.1,8.833333
Marignana,20141,20154,42.216667,8.8
Murzo,20160,20174,42.166667,8.833333
Orto,20125,20196,42.183333,8.933333
Osani,20147,20197,42.316667,8.633333
Ota,20150,20198,42.266667,8.75
Partinello,20147,20203,42.3,8.683333
Peri,20167,20209,42,8.916667
Piana,20115,20212,42.5,9.116667
Poggiolo,20125,20240,42.166667,8.916667
Renno,20160,20258,42.216667,8.833333
Rezza,20121,20259,42.116667,8.95
Rosazia,20121,20262,42.116667,8.866667
Salice,20121,20266,42.116667,8.9
Sant'Andréa-d'Orcino,20151,20295,42.033333,8.8
Sari-d'Orcino,20151,20270,42.05,8.816667
Sarrola-Carcopino,20167,20271,42.016667,8.85
Serriera,20147,20279,42.3,8.716667
Soccia,20125,20282,42.2,8.9
Tavaco,20167,20323,42.033333,8.9
Tavera,20163,20324,42.066667,9.016667
Ucciani,20133,20330,42.033333,8.983333
Valle-di-Mezzana,20167,20336,42.016667,8.816667
Vero,20172,20345,42.05,8.916667
Vico,20160,20348,42.166667,8.8
Villanova,20167,20351,41.95,8.666667
Bastia,20200,20033,42.7,9.45
Biguglia,20620,20037,42.616667,9.416667
Borgo,20290,20042,42.4,9.283333
Brando,20222,20043,42.766667,9.45
Canari,20217,20058,42.85,9.35
Centuri,20238,20086,42.95,9.35
Furiani,20600,20120,42.65,9.416667
Lama,20218,20136,42.566667,9.166667
Lucciana,20290,20148,42.533333,9.416667
Meria,20287,20159,42.933333,9.433333
Nonza,20217,20178,42.783333,9.333333
Ogliastro,20217,20183,42.816667,9.333333
Oletta,20232,20185,42.633333,9.35
Olmeta-di-Tuda,20273,20188,42.6,9.35
Pietralba,20218,20223,42.533333,9.183333
Piève,20258,20230,42.566667,9.283333
Pino,20228,20233,42.9,9.35
Poggio-d'Oletta,20232,20239,42.633333,9.35
Rapale,20258,20257,42.583333,9.3
Rutali,20239,20265,42.583333,9.35
Saint-Florent,20217,20298,42.683333,9.3
San-Gavino-di-Tenda,20246,20301,42.583333,9.266667
San-Martino-di-Lota,20200,20305,42.716667,9.416667
Santa-Maria-di-Lota,20200,20309,42.75,9.433333
Santo-Pietro-di-Tenda,20246,20314,42.6,9.25
Sisco,20233,20281,42.8,9.433333
Sorio,20258,20287,42.583333,9.266667
Urtaca,20218,20332,42.6,9.166667
Vallecalle,20273,20333,42.583333,9.333333
Alaincourt,2240,2009,49.75,3.366667
Annois,2480,2019,49.716667,3.166667
Artemps,2480,2025,49.766667,3.183333
Attilly,2490,2029,49.85,3.166667
Aubencheul-aux-Bois,2420,2030,50.033333,3.266667
Aubigny-aux-Kaisnes,2590,2032,49.783333,3.116667
Beaurevoir,2110,2057,50,3.3
Beauvois-en-Vermandois,2590,2060,49.816667,3.1
Bellenglise,2420,2063,49.916667,3.25
Bellicourt,2420,2065,49.95,3.233333
Benay,2440,2066,49.75,3.316667
Berthenicourt,2240,2075,49.766667,3.383333
Bony,2420,2100,49.983333,3.216667
Bray-Saint-Christophe,2480,2117,49.766667,3.15
Brissay-Choigny,2240,2123,49.716667,3.366667
Castres,2680,2142,49.8,3.233333
Caulaincourt,2490,2144,49.866667,3.1
Cerizy,2240,2149,49.75,3.333333
Châtillon-sur-Oise,2240,2170,49.783333,3.4
Clastres,2440,2199,49.733333,3.233333
Contescourt,2680,2214,49.8,3.233333
Cugny,2480,2246,49.7,3.15
Dallon,2680,2257,49.816667,3.233333
Douchy,2590,2270,49.766667,3.116667
Essigny-le-Grand,2690,2287,49.766667,3.283333
Essigny-le-Petit,2100,2288,49.9,3.366667
Estrées,2420,2291,49.966667,3.283333
Etreillers,2590,2296,49.816667,3.15
Fayet,2100,2303,49.866667,3.25
Fieulaine,2110,2310,49.883333,3.45
Flavy-le-Martel,2520,2315,49.716667,3.2
Fluquières,2590,2317,49.8,3.15
Fonsommes,2110,2319,49.9,3.4
Fontaine-lès-Clercs,2680,2320,49.8,3.216667
Fontaine-Notre-Dame,2110,2322,49.883333,3.433333
Foreste,2590,2327,49.816667,3.1
Francilly-Selency,2760,2330,49.85,3.233333
Gauchy,2430,2340,49.816667,3.266667
Germaine,2590,2343,49.783333,3.116667
Gibercourt,2440,2345,49.733333,3.283333
Gricourt,2100,2355,49.883333,3.25
Grugies,2680,2359,49.8,3.266667
Happencourt,2480,2367,49.783333,3.183333
Harly,2100,2371,49.833333,3.316667
Hinacourt,2440,2380,49.733333,3.283333
Holnon,2760,2382,49.866667,3.216667
Homblières,2720,2383,49.85,3.366667
Itancourt,2240,2387,49.8,3.35
Jeancourt,2490,2390,49.933333,3.15
Joncourt,2420,2392,49.95,3.3
Jussy,2480,2397,49.716667,3.233333
Lanchy,2590,2402,49.833333,3.083333
Le Catelet,2420,2143,50,3.25
Lehaucourt,2420,2374,49.916667,3.283333
Lempire,2420,2417,49.983333,3.166667
Lesdins,2100,2420,49.9,3.333333
Levergies,2420,2426,49.933333,3.316667
Le Verguier,2490,2782,49.933333,3.166667
Ly-Fontaine,2440,2446,49.716667,3.3
Magny-la-Fosse,2420,2451,49.933333,3.283333
Maissemy,2490,2452,49.883333,3.2
Marcy,2720,2459,49.833333,3.4
Mesnil-Saint-Laurent,2720,2481,49.833333,3.35
Mézières-sur-Oise,2240,2483,49.766667,3.4
Morcourt,2100,2525,49.866667,3.316667
Moy-de-l'Aisne,2610,2532,49.75,3.366667
Nauroy,2420,2539,49.95,3.25
Neuville-Saint-Amand,2100,2549,49.816667,3.333333
Ollezy,2480,2570,49.716667,3.133333
Omissy,2100,2571,49.883333,3.316667
Pithon,2480,2604,49.75,3.1
Pontru,2490,2614,49.9,3.216667
Pontruet,2490,2615,49.9,3.233333
Remaucourt,2100,2637,49.9,3.333333
Remigny,2440,2639,49.716667,3.283333
Roupy,2590,2658,49.816667,3.183333
Rouvroy,2100,2659,49.85,3.316667
Saint-Quentin,2100,2691,49.85,3.283333
Saint-Simon,2640,2694,49.75,3.166667
Savy,2590,2702,49.8,3.183333
Sequehart,2420,2708,49.916667,3.333333
Seraucourt-le-Grand,2790,2710,49.783333,3.216667
Sommette-Eaucourt,2480,2726,49.733333,3.116667
Trefcon,2490,2747,49.866667,3.1
Tugny-et-Pont,2640,2752,49.75,3.15
Urvillers,2690,2756,49.783333,3.316667
Vaux-en-Vermandois,2590,2772,49.816667,3.15
Vendelles,2490,2774,49.916667,3.133333
Vendeuil,2800,2775,49.716667,3.35
Vendhuile,2420,2776,50.016667,3.216667
Vermand,2490,2785,49.866667,3.15
Villeret,2420,2808,49.95,3.183333
Villers-Saint-Christophe,2590,2815,49.783333,3.1
Albitreccia,20128,20008,41.85,8.933333
Altagène,20112,20011,41.7,9.066667
Arbellara,20110,20018,41.683333,8.983333
Argiusta-Moriccio,20140,20021,41.8,9.016667
Aullène,20116,20024,41.766667,9.083333
Azilone-Ampaza,20190,20026,41.866667,9.016667
Bastelica,20119,20031,42,9.05
Bilia,20100,20038,41.616667,8.916667
Bonifacio,20169,20041,41.391667,9.166667
Carbini,20170,20061,41.666667,9.133333
Cardo-Torgia,20190,20064,41.866667,8.983333
Cargiaca,20164,20066,41.716667,9.05
Casalabriva,20140,20071,41.75,8.933333
Cauro,20117,20085,41.9,8.916667
Ciamannacce,20134,20089,41.95,9.15
Cognocoli-Monticchi,20123,20091,41.816667,8.9
Conca,20135,20092,41.733333,9.333333
Corrano,20168,20094,41.883333,9.066667
Coti-Chiavari,20138,20098,41.766667,8.766667
Cozzano,20148,20099,41.933333,9.15
Foce,20100,20115,41.616667,9
Forciolo,20190,20117,41.85,9.016667
Fozzano,20143,20118,41.7,9
Frasseto,20157,20119,41.883333,9.016667
Giuncheto,20100,20127,41.583333,8.966667
Granace,20100,20128,41.633333,9
Grossa,20100,20129,41.6,8.883333
Grosseto-Prugna,20128,20130,41.866667,8.966667
Guargualé,20128,20132,41.833333,8.933333
Levie,20170,20142,41.7,9.116667
Loreto-di-Tallano,20165,20146,41.716667,9.05
Moca-Croce,20140,20160,41.8,9
Monacia-d'Aullène,20171,20163,41.516667,9.016667
Ocana,20117,20181,41.95,8.933333
Olivese,20140,20186,41.833333,9.05
Olmeto,20113,20189,41.716667,8.916667
Olmiccia,20112,20191,41.683333,9.05
Palneca,20134,20200,41.966667,9.166667
Petreto-Bicchisano,20140,20211,41.783333,8.983333
Pietrosella,20166,20228,41.833333,8.85
Pila-Canale,20123,20232,41.8,8.916667
Porto-Vecchio,20137,20247,41.583333,9.283333
Propriano,20110,20249,41.666667,8.9
Quasquara,20142,20253,41.9,9
Quenza,20122,20254,41.766667,9.133333
San-Gavino-di-Carbini,20170,20300,41.716667,9.15
Santa-Maria-Figaniella,20143,20310,41.7,9
Santa-Maria-Siché,20190,20312,41.866667,8.983333
Sari-Solenzara,20145,20269,41.833333,9.375
Sartène,20100,20272,41.616667,8.983333
Serra-di-Ferro,20140,20276,41.716667,8.8
Serra-di-Scopamène,20127,20278,41.75,9.1
Sollacaro,20140,20284,41.733333,8.916667
Sorbollano,20152,20285,41.75,9.1
Sotta,20146,20288,41.533333,9.2
Tasso,20134,20322,41.933333,9.1
Tolla,20117,20326,41.966667,8.966667
Urbalacone,20128,20331,41.833333,8.933333
Viggianello,20110,20349,41.683333,8.95
Zérubia,20116,20357,41.75,9.066667
Zévaco,20173,20358,41.883333,9.05
Zicavo,20132,20359,41.9,9.133333
Zigliara,20190,20360,41.85,8.983333
Zonza,20124,20362,41.733333,9.166667
Zoza,20112,20363,41.716667,9.066667
Aghione,20270,20002,42.1,9.4
Aiti,20244,20003,42.4,9.233333
Alando,20212,20005,42.3,9.283333
Albertacce,20224,20007,42.316667,8.983333
Aléria,20270,20009,42.1,9.516667
Algajola,20220,20010,42.616667,8.866667
Alzi,20212,20013,42.3,9.3
Ampriani,20272,20015,42.25,9.35
Antisanti,20270,20016,42.166667,9.35
Aregno,20220,20020,42.583333,8.9
Asco,20276,20023,42.45,9.033333
Avapessa,20225,20025,42.566667,8.9
Belgodère,20226,20034,42.583333,9.016667
Bigorno,20252,20036,42.533333,9.283333
Bisinchi,20235,20039,42.466667,9.316667
Bustanico,20212,20045,42.316667,9.3
Calacuccia,20224,20047,42.333333,9.016667
Calenzana,20214,20049,42.5,8.85
Calvi,20260,20050,42.566667,8.75
Cambia,20244,20051,42.366667,9.3
Campana,20229,20052,42.383333,9.35
Campi,20270,20053,42.266667,9.416667
Campile,20290,20054,42.483333,9.35
Campitello,20252,20055,42.516667,9.316667
Canale-di-Verde,20230,20057,42.283333,9.466667
Canavaggia,20235,20059,42.05,9.266667
Carpineto,20229,20067,42.35,9.383333
Carticasi,20244,20068,42.35,9.283333
Casabianca,20237,20069,42.45,9.366667
Casalta,20215,20072,42.433333,9.416667
Casamaccioli,20224,20073,42.316667,9
Casanova,20250,20074,42.25,9.166667
Castellare-di-Casinca,20213,20077,42.466667,9.466667
Castellare-di-Mercurio,20212,20078,42.3,9.25
Castifao,20218,20080,42.5,9.116667
Castiglione,20218,20081,42.416667,9.133333
Castineta,20218,20082,42.416667,9.3
Castirla,20236,20083,42.366667,9.15
Cateri,20225,20084,42.566667,8.9
Cervione,20221,20087,42.333333,9.483333
Chiatra,20230,20088,42.283333,9.466667
Chisa,20240,20366,41.916667,9.266667
Corbara,20220,20093,42.616667,8.9
Corscia,20224,20095,42.35,9.033333
Corte,20250,20096,42.3,9.15
Croce,20237,20101,42.416667,9.35
Crocicchia,20290,20102,42.466667,9.35
Erbajolo,20212,20105,42.266667,9.283333
Erone,20244,20106,42.366667,9.266667
Favalello,20212,20110,42.283333,9.266667
Felce,20234,20111,42.35,9.416667
Feliceto,20225,20112,42.533333,8.933333
Ficaja,20237,20113,42.416667,9.366667
Focicchia,20212,20116,42.25,9.3
Galéria,20245,20121,42.4,8.65
Ghisonaccia,20240,20123,42,9.4
Ghisoni,20227,20124,42.1,9.216667
Giocatojo,20237,20125,42.433333,9.35
Giuncaggio,20251,20126,42.216667,9.366667
Isolaccio-di-Fiumorbo,20243,20135,42,9.283333
Lano,20244,20137,42.383333,9.25
Lavatoggio,20225,20138,42.566667,8.866667
Lento,20252,20140,42.516667,9.283333
L'Ile-Rousse,20220,20134,42.633333,8.933333
Linguizzetta,20230,20143,42.25,9.466667
Loreto-di-Casinca,20215,20145,42.466667,9.416667
Lozzi,20224,20147,42.35,9
Lugo-di-Nazza,20240,20149,42.066667,9.3
Lumio,20260,20150,42.566667,8.833333
Manso,20245,20153,42.383333,8.766667
Matra,20270,20155,42.266667,9.383333
Mausoléo,20259,20156,42.766667,9.466667
Mazzola,20212,20157,42.3,9.316667
Moïta,20270,20161,42.266667,9.416667
Moltifao,20218,20162,42.466667,9.116667
Moncale,20214,20165,42.5,8.833333
Monte,20290,20166,42.466667,9.383333
Monticello,20220,20168,42.616667,8.95
Morosaglia,20218,20169,42.433333,9.316667
Muracciole,20219,20171,42.166667,9.183333
Muro,20225,20173,42.55,8.916667
Nessa,20225,20175,42.55,8.95
Nocario,20229,20176,42.4,9.35
Noceta,20219,20177,42.2,9.2
Novale,20234,20179,42.3,9.416667
Novella,20211,20180,42.566667,9.116667
Occhiatana,20226,20182,42.566667,9.016667
Olmi-Cappella,20259,20190,42.516667,9.016667
Omessa,20236,20193,42.366667,9.2
Ortale,20234,20194,42.316667,9.416667
Ortiporio,20290,20195,42.45,9.35
Palasca,20226,20199,42.583333,9.05
Pancheraccia,20251,20201,42.216667,9.35
Penta-Acquatella,20290,20206,42.45,9.35
Penta-di-Casinca,20213,20207,42.466667,9.45
Perelli,20234,20208,42.316667,9.366667
Pero-Casevecchie,20230,20210,42.416667,9.466667
Pianello,20272,20213,42.283333,9.35
Piano,20215,20214,42.45,9.383333
Piazzali,20234,20216,42.316667,9.4
Piazzole,20229,20217,42.383333,9.4
Piedicorte-di-Gaggio,20251,20218,42.233333,9.333333
Piedicroce,20229,20219,42.366667,9.35
Piedigriggio,20218,20220,42.45,9.166667
Piedipartino,20229,20221,42.366667,9.35
Pietra-di-Verde,20230,20225,42.3,9.45
Pietraserena,20251,20226,42.233333,9.35
Pietricaggio,20234,20227,42.333333,9.383333
Pietroso,20242,20229,42.15,9.266667
Pigna,20220,20231,42.6,8.9
Pioggiola,20259,20235,42.533333,9
Poggio-di-Nazza,20240,20236,42.05,9.3
Poggio-Marinaccio,20237,20241,42.433333,9.35
Poggio-Mezzana,20230,20242,42.4,9.483333
Polveroso,20229,20243,42.4,9.366667
Popolasca,20218,20244,42.433333,9.133333
Porri,20215,20245,42.45,9.433333
Prunelli-di-Fiumorbo,20243,20251,42,9.333333
Pruno,20264,20252,42.416667,9.433333
Quercitello,20237,20255,42.416667,9.35
Rapaggio,20229,20256,42.366667,9.383333
Riventosa,20250,20260,42.25,9.183333
Rospigliani,20219,20263,42.183333,9.216667
Rusio,20244,20264,42.366667,9.25
Saliceto,20218,20267,42.4,9.3
San-Damiano,20264,20297,42.4,9.416667
San-Gavino-di-Fiumorbo,20243,20365,41.966667,9.266667
San-Giovanni-di-Moriani,20230,20302,42.366667,9.466667
San-Giuliano,20230,20303,42.3,9.5
San-Lorenzo,20244,20304,42.383333,9.283333
San-Nicolao,20230,20313,42.366667,9.5
Santa-Lucia-di-Mercurio,20250,20306,42.316667,9.216667
Santa-Lucia-di-Moriani,20230,20307,42.383333,9.5
Santa-Maria-Poggio,20221,20311,42.333333,9.5
Sant'Andréa-di-Cotone,20221,20293,42.3,9.466667
Sant'Antonino,20220,20296,42.583333,8.9
Santa-Reparata-di-Balagna,20220,20316,42.6,8.916667
Santa-Reparata-di-Moriani,20230,20317,42.35,9.433333
Santo-Pietro-di-Venaco,20250,20315,42.233333,9.166667
Scata,20264,20273,42.416667,9.4
Scolca,20290,20274,42.516667,9.366667
Sermano,20212,20275,42.316667,9.266667
Silvareccio,20215,20280,42.45,9.4
Solaro,20240,20283,41.9,9.333333
Sorbo-Ocagnano,20213,20286,42.466667,9.45
Soveria,20250,20289,42.35,9.166667
Speloncato,20226,20290,42.566667,8.966667
Stazzona,20229,20291,42.366667,9.366667
Taglio-Isolaccio,20230,20318,42.433333,9.466667
Talasani,20230,20319,42.4,9.483333
Tallone,20270,20320,42.233333,9.416667
Tarrano,20234,20321,42.35,9.4
Tox,20270,20328,42.25,9.433333
Tralonca,20250,20329,42.333333,9.183333
Valle-di-Campoloro,20221,20335,42.333333,9.5
Valle-di-Rostino,20235,20337,42.45,9.283333
Valle-d'Orezza,20229,20338,42.366667,9.4
Vallica,20259,20339,42.516667,9.05
Velone-Orneto,20230,20340,42.4,9.466667
Venaco,20231,20341,42.233333,9.166667
Ventiseri,20240,20342,41.933333,9.333333
Venzolasca,20215,20343,42.466667,9.45
Verdèse,20229,20344,42.383333,9.366667
Vescovato,20215,20346,42.483333,9.433333
Vezzani,20242,20347,42.166667,9.25
Ville-di-Paraso,20279,20352,42.566667,8.983333
Vivario,20219,20354,42.166667,9.166667
Volpajola,20290,20355,42.516667,9.35
Zalana,20272,20356,42.25,9.366667
Zilia,20214,20361,42.533333,8.9
Zuani,20272,20364,42.266667,9.35
Agnicourt-et-Séchelles,2340,2004,49.716667,3.95
Aisonville-et-Bernoville,2110,2006,49.933333,3.533333
Any-Martin-Rieux,2500,2020,49.883333,4.2165
Aubenton,2500,2031,49.833333,4.2
Audigny,2120,2035,49.85,3.65
Autremencourt,2250,2039,49.7,3.8
Autreppes,2580,2040,49.9,3.85
Bancigny,2140,2044,49.8,4.016667
Barzy-en-Thiérache,2170,2050,50.033333,3.75
Beaumé,2500,2055,49.833333,4.15
Bergues-sur-Sambre,2450,2067,50.033333,3.716667
Bernot,2120,2070,49.866667,3.5
Besmont,2500,2079,49.833333,4.116667
Bohain-en-Vermandois,2110,2095,49.983333,3.45
Bosmont-sur-Serre,2250,2101,49.733333,3.866667
Boué,2450,2103,50.016667,3.7
Brancourt-le-Grand,2110,2112,49.966667,3.383333
Braye-en-Thiérache,2140,2116,49.783333,3.966667
Bucilly,2500,2130,49.883333,4.083333
Buire,2500,2134,49.9,4.05
Buironfosse,2620,2135,49.966667,3.833333
Burelles,2140,2136,49.783333,3.9
Châtillon-lès-Sons,2270,2169,49.75,3.683333
Chevennes,2250,2182,49.816667,3.733333
Chevresis-Monceau,2270,2184,49.75,3.566667
Chigny,2120,2188,49.916667,3.766667
Cilly,2250,2194,49.733333,3.833333
Clairfontaine,2260,2197,49.983333,3.983333
Coingt,2360,2204,49.783333,4.083333
Colonfay,2120,2206,49.85,3.7
Croix-Fonsommes,2110,2240,49.916667,3.4
Crupilly,2120,2244,49.916667,3.75
Cuirieux,2350,2248,49.683333,3.816667
Dorengt,2450,2269,49.966667,3.683333
Effry,2500,2275,49.933333,4
Englancourt,2260,2276,49.916667,3.8
Eparcy,2500,2278,49.866667,4.066667
Erlon,2250,2283,49.716667,3.716667
Erloy,2260,2284,49.9,3.816667
Esquéhéries,2170,2286,49.983333,3.75
Etaves-et-Bocquiaux,2110,2293,49.933333,3.45
Etréaupont,2580,2295,49.9,3.916667
Etreux,2510,2298,49.983333,3.65
Fontaine-lès-Vervins,2140,2321,49.85,3.9
Fontaine-Uterte,2110,2323,49.916667,3.366667
Fontenelle,2170,2324,50.033333,3.866667
Fresnoy-le-Grand,2230,2334,49.95,3.416667
Froidestrées,2260,2337,49.933333,3.9
Froidmont-Cohartille,2270,2338,49.683333,3.7
Gercy,2140,2341,49.816667,3.866667
Gergny,2260,2342,49.916667,3.916667
Grandlup-et-Fay,2350,2353,49.666667,3.733333
Grand-Verly,2120,2783,49.933333,3.583333
Gronard,2140,2357,49.783333,3.883333
Grougis,2110,2358,49.933333,3.533333
Guise,2120,2361,49.9,3.633333
Hannapes,2510,2366,49.966667,3.616667
Harcigny,2140,2369,49.8,3.983333
Hary,2140,2373,49.783333,3.933333
Hauteville,2120,2376,49.866667,3.516667
Haution,2140,2377,49.85,3.833333
Hirson,2500,2381,49.916667,4.083333
Houry,2140,2384,49.783333,3.85
Housset,2250,2385,49.783333,3.7
Iron,2510,2386,49.95,3.666667
Iviers,2360,2388,49.783333,4.133333
Jeantes,2140,2391,49.8,4.05
La Bouteille,2140,2109,49.866667,3.966667
La Ferté-Chevresis,2270,2306,49.733333,3.566667
La Flamengrie,2260,2312,50,3.916667
La Hérie,2500,2378,49.883333,4.05
Laigny,2140,2401,49.85,3.866667
Landifay-et-Bertaignemont,2120,2403,49.816667,3.6
Landouzy-la-Cour,2140,2404,49.85,3.983333
Landouzy-la-Ville,2140,2405,49.866667,4.05
La Neuville-Bosmont,2250,2545,49.716667,3.85
La Neuville-Housset,2250,2547,49.783333,3.716667
La Neuville-lès-Dorengt,2450,2548,49.966667,3.683333
La Vallée-au-Blé,2140,2759,49.866667,3.783333
La Vallée-Mulâtre,2110,2760,50.016667,3.566667
Lavaqueresse,2450,2414,49.95,3.708333
Le Hérie-la-Viéville,2120,2379,49.816667,3.633333
Lemé,2140,2416,49.833333,3.766667
Le Nouvion-en-Thiérache,2170,2558,50.016667,3.783333
Lerzy,2260,2418,49.933333,3.866667
Leschelles,2170,2419,49.966667,3.766667
Le Sourd,2140,2731,49.866667,3.75
Lesquielles-Saint-Germain,2120,2422,49.933333,3.616667
Leuze,2500,2425,49.85,4.15
Logny-lès-Aubenton,2500,2435,49.833333,4.2
Lugny,2140,2444,49.783333,3.816667
Luzoir,2500,2445,49.933333,3.966667
Macquigny,2120,2450,49.883333,3.55
Malzy,2120,2455,49.9,3.733333
Marcy-sous-Marle,2250,2460,49.733333,3.733333
Marfontaine,2140,2463,49.8,3.783333
Marle,2250,2468,49.733333,3.766667
Marly-Gomont,2120,2469,49.9,3.8
Martigny,2500,2470,49.866667,4.133333
Mennevret,2630,2476,49.983333,3.55
Molain,2110,2488,50.016667,3.516667
Monceau-le-Waast,2840,2493,49.616667,3.7
Monceau-sur-Oise,2120,2494,49.9,3.7
Mondrepuis,2500,2495,49.966667,4.066667
Montbrehain,2110,2500,49.966667,3.35
Mont-d'Origny,2390,2503,49.833333,3.483333
Montigny-en-Arrouaise,2110,2511,49.9,3.483333
Montigny-le-Franc,2250,2513,49.683333,3.916667
Montigny-sous-Marle,2250,2516,49.75,3.8
Mont-Saint-Jean,2360,2522,49.783333,4.2
Nampcelles-la-Cour,2140,2535,49.783333,4
Neuve-Maison,2500,2544,49.933333,4.033333
Neuvillette,2390,2552,49.85,3.466667
Noyales,2120,2563,49.9,3.55
Ohis,2500,2567,49.933333,4.016667
Oisy,2450,2569,50.016667,3.666667
Origny-en-Thiérache,2550,2574,49.9,4.016667
Origny-Sainte-Benoite,2390,2575,49.833333,3.5
Papleux,2260,2584,50.016667,3.883333
Parpeville,2240,2592,49.766667,3.55
Petit-Verly,2630,2784,49.966667,3.55
Pierrepont,2350,2600,49.65,3.783333
Pleine-Selve,2240,2605,49.783333,3.516667
Plomion,2140,2608,49.8,4.016667
Prémont,2110,2618,50,3.383333
Prisces,2140,2623,49.783333,3.866667
Proisy,2120,2624,49.9,3.733333
Proix,2120,2625,49.9,3.566667
Puisieux-et-Clanlieu,2120,2629,49.85,3.666667
Ramicourt,2110,2635,49.95,3.333333
Regny,2240,2636,49.816667,3.416667
Renansart,2240,2640,49.716667,3.45
Ribeauville,2110,2647,50.05,3.583333
Ribemont,2240,2648,49.8,3.466667
Rocquigny,2260,2650,50.033333,3.983333
Rogny,2140,2652,49.766667,3.816667
Romery,2120,2654,49.9,3.733333
Rougeries,2140,2657,49.8,3.8
Sains-Richaumont,2120,2668,49.816667,3.7
Saint-Algis,2260,2670,49.883333,3.816667
Saint-Clément,2360,2674,49.766667,4.066667
Saint-Gobert,2140,2681,49.8,3.816667
Saint-Martin-Rivière,2110,2683,50.05,3.533333
Saint-Michel,2830,2684,49.916667,4.133333
Saint-Pierremont,2250,2689,49.716667,3.883333
Seboncourt,2110,2703,49.95,3.483333
Serain,2110,2709,50.016667,3.366667
Séry-lès-Mézières,2240,2717,49.766667,3.416667
Sissy,2240,2721,49.8,3.433333
Sommeron,2260,2725,49.95,3.95
Sons-et-Ronchères,2270,2727,49.75,3.666667
Sorbais,2580,2728,49.916667,3.9
Surfontaine,2240,2732,49.733333,3.45
Tavaux-et-Pontséricourt,2250,2737,49.733333,3.916667
Thenailles,2140,2740,49.816667,3.95
Thenelles,2390,2741,49.816667,3.466667
Thiernu,2250,2742,49.75,3.8
Toulis-et-Attencourt,2250,2745,49.683333,3.733333
Tupigny,2120,2753,49.95,3.6
Vadencourt,2120,2757,49.933333,3.583333
Vaux-Andigny,2110,2769,50.016667,3.516667
Vénérolles,2510,2779,49.966667,3.633333
Vervins,2140,2789,49.833333,3.9
Vesles-et-Caumont,2350,2790,49.666667,3.783333
Villers-le-Sec,2240,2813,49.783333,3.5
Villers-lès-Guise,2120,2814,49.9,3.683333
Voharies,2140,2823,49.783333,3.8
Voulpaix,2140,2826,49.833333,3.833333
Voyenne,2250,2827,49.716667,3.716667
Wassigny,2630,2830,50.016667,3.6
Watigny,2830,2831,49.9,4.2
Wiège-Faty,2120,2832,49.883333,3.733333
Wimy,2500,2833,49.933333,4
Abbécourt,2300,2001,49.6,3.183333
Ambleny,2290,2011,49.383333,3.183333
Amigny-Rouy,2700,2014,49.6,3.3
Audignicourt,2300,2034,49.483333,3.133333
Autreville,2300,2041,49.583333,3.233333
Bagneux,2290,2043,49.466667,3.283333
Beaumont-en-Beine,2300,2056,49.7,3.133333
Beautor,2800,2059,49.65,3.333333
Belleu,2200,2064,49.366667,3.333333
Berny-Rivière,2290,2071,49.416667,3.15
Berzy-le-Sec,2200,2077,49.333333,3.316667
Besmé,2300,2078,49.533333,3.166667
Béthancourt-en-Vaux,2300,2081,49.616667,3.15
Bichancourt,2300,2086,49.583333,3.216667
Bieuxy,2290,2087,49.45,3.266667
Billy-sur-Aisne,2200,2089,49.366667,3.383333
Blérancourt,2300,2093,49.516667,3.15
Bourguignon-sous-Coucy,2300,2107,49.55,3.166667
Caillouël-Crépigny,2300,2139,49.616667,3.15
